sku_id,day,date,demand,price,dow,month,snap,event
HOBBIES_1_074,34,2012-01-05,0,3.67,3,1,True,
HOBBIES_1_074,35,2012-01-06,0,3.67,4,1,True,
HOBBIES_1_074,36,2012-01-07,0,3.67,5,1,True,OrthodoxChristmas
HOBBIES_1_074,37,2012-01-08,0,3.67,6,1,True,
HOBBIES_1_074,38,2012-01-09,0,3.67,0,1,True,
HOBBIES_1_074,39,2012-01-10,0,3.67,1,1,True,
HOBBIES_1_074,40,2012-01-11,0,3.67,2,1,False,
HOBBIES_1_074,41,2012-01-12,0,3.67,3,1,False,
HOBBIES_1_074,42,2012-01-13,0,3.67,4,1,False,
HOBBIES_1_074,43,2012-01-14,0,3.67,5,1,False,
HOBBIES_1_074,44,2012-01-15,0,3.67,6,1,False,
HOBBIES_1_074,45,2012-01-16,0,3.67,0,1,False,MartinLutherKingDay
HOBBIES_1_074,46,2012-01-17,0,3.67,1,1,False,
HOBBIES_1_074,47,2012-01-18,0,3.67,2,1,False,
HOBBIES_1_074,48,2012-01-19,0,3.67,3,1,False,
HOBBIES_1_074,49,2012-01-20,0,3.67,4,1,False,
HOBBIES_1_074,50,2012-01-21,0,3.67,5,1,False,
HOBBIES_1_074,51,2012-01-22,0,3.67,6,1,False,
HOBBIES_1_074,52,2012-01-23,0,3.67,0,1,False,
HOBBIES_1_074,53,2012-01-24,0,3.67,1,1,False,
HOBBIES_1_074,54,2012-01-25,0,3.67,2,1,False,
HOBBIES_1_074,55,2012-01-26,0,3.67,3,1,False,
HOBBIES_1_074,56,2012-01-27,0,3.67,4,1,False,
HOBBIES_1_074,57,2012-01-28,0,3.67,5,1,False,
HOBBIES_1_074,58,2012-01-29,0,3.67,6,1,False,
HOBBIES_1_074,59,2012-01-30,0,3.67,0,1,False,
HOBBIES_1_074,60,2012-01-31,0,3.67,1,1,False,
HOBBIES_1_074,61,2012-02-01,0,3.67,2,2,True,
HOBBIES_1_074,62,2012-02-02,0,3.67,3,2,True,
HOBBIES_1_074,63,2012-02-03,0,3.67,4,2,True,
HOBBIES_1_074,64,2012-02-04,0,3.67,5,2,True,
HOBBIES_1_074,65,2012-02-05,0,3.67,6,2,True,SuperBowl
HOBBIES_1_074,66,2012-02-06,0,3.67,0,2,True,
HOBBIES_1_074,67,2012-02-07,0,3.67,1,2,True,
HOBBIES_1_074,68,2012-02-08,0,3.67,2,2,True,
HOBBIES_1_074,69,2012-02-09,0,3.67,3,2,True,
HOBBIES_1_074,70,2012-02-10,0,3.67,4,2,True,
HOBBIES_1_074,71,2012-02-11,0,3.67,5,2,False,
HOBBIES_1_074,72,2012-02-12,0,3.67,6,2,False,
HOBBIES_1_074,73,2012-02-13,0,3.67,0,2,False,
HOBBIES_1_074,74,2012-02-14,0,3.67,1,2,False,ValentinesDay
HOBBIES_1_074,75,2012-02-15,0,3.67,2,2,False,
HOBBIES_1_074,76,2012-02-16,0,3.67,3,2,False,
HOBBIES_1_074,77,2012-02-17,0,3.67,4,2,False,
HOBBIES_1_074,78,2012-02-18,0,3.67,5,2,False,
HOBBIES_1_074,79,2012-02-19,0,3.67,6,2,False,
HOBBIES_1_074,80,2012-02-20,0,3.67,0,2,False,PresidentsDay
HOBBIES_1_074,81,2012-02-21,0,3.67,1,2,False,
HOBBIES_1_074,82,2012-02-22,0,3.67,2,2,False,LentStart
HOBBIES_1_074,83,2012-02-23,0,3.67,3,2,False,
HOBBIES_1_074,84,2012-02-24,0,3.67,4,2,False,
HOBBIES_1_074,85,2012-02-25,0,3.67,5,2,False,
HOBBIES_1_074,86,2012-02-26,2,3.67,6,2,False,
HOBBIES_1_074,87,2012-02-27,2,3.67,0,2,False,
HOBBIES_1_074,88,2012-02-28,0,3.67,1,2,False,
HOBBIES_1_074,89,2012-02-29,2,3.67,2,2,False,LentWeek2
HOBBIES_1_074,90,2012-03-01,0,3.67,3,3,True,
HOBBIES_1_074,91,2012-03-02,0,3.67,4,3,True,
HOBBIES_1_074,92,2012-03-03,0,3.67,5,3,True,
HOBBIES_1_074,93,2012-03-04,0,3.67,6,3,True,
HOBBIES_1_074,94,2012-03-05,0,3.67,0,3,True,
HOBBIES_1_074,95,2012-03-06,2,3.67,1,3,True,
HOBBIES_1_074,96,2012-03-07,3,3.67,2,3,True,
HOBBIES_1_074,97,2012-03-08,0,3.67,3,3,True,Purim End
HOBBIES_1_074,98,2012-03-09,6,3.67,4,3,True,
HOBBIES_1_074,99,2012-03-10,1,3.67,5,3,True,
HOBBIES_1_074,100,2012-03-11,2,3.67,6,3,False,
HOBBIES_1_074,101,2012-03-12,1,3.67,0,3,False,
HOBBIES_1_074,102,2012-03-13,3,3.67,1,3,False,
HOBBIES_1_074,103,2012-03-14,0,3.67,2,3,False,
HOBBIES_1_074,104,2012-03-15,1,3.67,3,3,False,
HOBBIES_1_074,105,2012-03-16,2,3.67,4,3,False,
HOBBIES_1_074,106,2012-03-17,2,3.67,5,3,False,StPatricksDay
HOBBIES_1_074,107,2012-03-18,3,3.67,6,3,False,
HOBBIES_1_074,108,2012-03-19,1,3.67,0,3,False,
HOBBIES_1_074,109,2012-03-20,0,3.67,1,3,False,
HOBBIES_1_074,110,2012-03-21,3,3.67,2,3,False,
HOBBIES_1_074,111,2012-03-22,3,3.67,3,3,False,
HOBBIES_1_074,112,2012-03-23,4,3.67,4,3,False,
HOBBIES_1_074,113,2012-03-24,1,3.67,5,3,False,
HOBBIES_1_074,114,2012-03-25,4,3.67,6,3,False,
HOBBIES_1_074,115,2012-03-26,2,3.67,0,3,False,
HOBBIES_1_074,116,2012-03-27,2,3.67,1,3,False,
HOBBIES_1_074,117,2012-03-28,0,3.67,2,3,False,
HOBBIES_1_074,118,2012-03-29,1,3.67,3,3,False,
HOBBIES_1_074,119,2012-03-30,4,3.67,4,3,False,
HOBBIES_1_074,120,2012-03-31,0,3.67,5,3,False,
HOBBIES_1_074,121,2012-04-01,0,3.67,6,4,True,
HOBBIES_1_074,122,2012-04-02,2,3.67,0,4,True,
HOBBIES_1_074,123,2012-04-03,1,3.67,1,4,True,
HOBBIES_1_074,124,2012-04-04,0,3.67,2,4,True,
HOBBIES_1_074,125,2012-04-05,3,3.67,3,4,True,
HOBBIES_1_074,126,2012-04-06,0,3.67,4,4,True,
HOBBIES_1_074,127,2012-04-07,0,3.67,5,4,True,
HOBBIES_1_074,128,2012-04-08,0,3.67,6,4,True,Easter
HOBBIES_1_074,129,2012-04-09,3,3.67,0,4,True,
HOBBIES_1_074,130,2012-04-10,4,3.67,1,4,True,
HOBBIES_1_074,131,2012-04-11,1,3.67,2,4,False,
HOBBIES_1_074,132,2012-04-12,2,3.67,3,4,False,
HOBBIES_1_074,133,2012-04-13,1,3.67,4,4,False,
HOBBIES_1_074,134,2012-04-14,1,3.67,5,4,False,Pesach End
HOBBIES_1_074,135,2012-04-15,0,3.67,6,4,False,OrthodoxEaster
HOBBIES_1_074,136,2012-04-16,1,3.67,0,4,False,
HOBBIES_1_074,137,2012-04-17,0,3.67,1,4,False,
HOBBIES_1_074,138,2012-04-18,1,3.67,2,4,False,
HOBBIES_1_074,139,2012-04-19,1,3.67,3,4,False,
HOBBIES_1_074,140,2012-04-20,1,3.67,4,4,False,
HOBBIES_1_074,141,2012-04-21,5,3.67,5,4,False,
HOBBIES_1_074,142,2012-04-22,2,3.67,6,4,False,
HOBBIES_1_074,143,2012-04-23,0,3.67,0,4,False,
HOBBIES_1_074,144,2012-04-24,2,3.67,1,4,False,
HOBBIES_1_074,145,2012-04-25,5,3.67,2,4,False,
HOBBIES_1_074,146,2012-04-26,3,3.67,3,4,False,
HOBBIES_1_074,147,2012-04-27,2,3.67,4,4,False,
HOBBIES_1_074,148,2012-04-28,0,3.67,5,4,False,
HOBBIES_1_074,149,2012-04-29,0,3.67,6,4,False,
HOBBIES_1_074,150,2012-04-30,2,3.67,0,4,False,
HOBBIES_1_074,151,2012-05-01,2,3.67,1,5,True,
HOBBIES_1_074,152,2012-05-02,1,3.67,2,5,True,
HOBBIES_1_074,153,2012-05-03,2,3.67,3,5,True,
HOBBIES_1_074,154,2012-05-04,7,3.67,4,5,True,
HOBBIES_1_074,155,2012-05-05,3,3.67,5,5,True,Cinco De Mayo
HOBBIES_1_074,156,2012-05-06,1,3.67,6,5,True,
HOBBIES_1_074,157,2012-05-07,0,3.67,0,5,True,
HOBBIES_1_074,158,2012-05-08,1,3.67,1,5,True,
HOBBIES_1_074,159,2012-05-09,2,3.67,2,5,True,
HOBBIES_1_074,160,2012-05-10,0,3.67,3,5,True,
HOBBIES_1_074,161,2012-05-11,2,3.67,4,5,False,
HOBBIES_1_074,162,2012-05-12,0,3.67,5,5,False,
HOBBIES_1_074,163,2012-05-13,0,3.67,6,5,False,Mother's day
HOBBIES_1_074,164,2012-05-14,2,3.67,0,5,False,
HOBBIES_1_074,165,2012-05-15,3,3.67,1,5,False,
HOBBIES_1_074,166,2012-05-16,3,3.67,2,5,False,
HOBBIES_1_074,167,2012-05-17,1,3.67,3,5,False,
HOBBIES_1_074,168,2012-05-18,0,3.67,4,5,False,
HOBBIES_1_074,169,2012-05-19,0,3.67,5,5,False,
HOBBIES_1_074,170,2012-05-20,0,3.67,6,5,False,
HOBBIES_1_074,171,2012-05-21,0,3.67,0,5,False,
HOBBIES_1_074,172,2012-05-22,0,3.67,1,5,False,
HOBBIES_1_074,173,2012-05-23,0,3.67,2,5,False,
HOBBIES_1_074,174,2012-05-24,0,3.67,3,5,False,
HOBBIES_1_074,175,2012-05-25,0,3.67,4,5,False,
HOBBIES_1_074,176,2012-05-26,0,3.67,5,5,False,
HOBBIES_1_074,177,2012-05-27,0,3.67,6,5,False,
HOBBIES_1_074,178,2012-05-28,0,3.67,0,5,False,MemorialDay
HOBBIES_1_074,179,2012-05-29,0,3.67,1,5,False,
HOBBIES_1_074,180,2012-05-30,0,3.67,2,5,False,
HOBBIES_1_074,181,2012-05-31,0,3.67,3,5,False,
HOBBIES_1_074,182,2012-06-01,0,3.67,4,6,True,
HOBBIES_1_074,183,2012-06-02,0,3.67,5,6,True,
HOBBIES_1_074,184,2012-06-03,0,3.67,6,6,True,
HOBBIES_1_074,185,2012-06-04,0,3.67,0,6,True,
HOBBIES_1_074,186,2012-06-05,0,3.67,1,6,True,
HOBBIES_1_074,187,2012-06-06,0,3.67,2,6,True,
HOBBIES_1_074,188,2012-06-07,0,3.67,3,6,True,
HOBBIES_1_074,189,2012-06-08,2,3.67,4,6,True,
HOBBIES_1_074,190,2012-06-09,1,3.67,5,6,True,
HOBBIES_1_074,191,2012-06-10,1,3.67,6,6,True,
HOBBIES_1_074,192,2012-06-11,0,3.67,0,6,False,
HOBBIES_1_074,193,2012-06-12,0,3.67,1,6,False,NBAFinalsStart
HOBBIES_1_074,194,2012-06-13,1,3.67,2,6,False,
HOBBIES_1_074,195,2012-06-14,0,3.67,3,6,False,
HOBBIES_1_074,196,2012-06-15,1,3.67,4,6,False,
HOBBIES_1_074,197,2012-06-16,4,3.67,5,6,False,
HOBBIES_1_074,198,2012-06-17,0,3.67,6,6,False,Father's day
HOBBIES_1_074,199,2012-06-18,1,3.67,0,6,False,
HOBBIES_1_074,200,2012-06-19,0,3.67,1,6,False,
HOBBIES_1_074,201,2012-06-20,0,3.67,2,6,False,
HOBBIES_1_074,202,2012-06-21,3,3.67,3,6,False,NBAFinalsEnd
HOBBIES_1_074,203,2012-06-22,2,3.67,4,6,False,
HOBBIES_1_074,204,2012-06-23,1,3.67,5,6,False,
HOBBIES_1_074,205,2012-06-24,0,3.67,6,6,False,
HOBBIES_1_074,206,2012-06-25,0,3.67,0,6,False,
HOBBIES_1_074,207,2012-06-26,3,3.67,1,6,False,
HOBBIES_1_074,208,2012-06-27,1,3.67,2,6,False,
HOBBIES_1_074,209,2012-06-28,1,3.67,3,6,False,
HOBBIES_1_074,210,2012-06-29,1,3.67,4,6,False,
HOBBIES_1_074,211,2012-06-30,1,3.67,5,6,False,
HOBBIES_1_074,212,2012-07-01,4,3.67,6,7,True,
HOBBIES_1_074,213,2012-07-02,1,3.67,0,7,True,
HOBBIES_1_074,214,2012-07-03,0,3.67,1,7,True,
HOBBIES_1_074,215,2012-07-04,1,3.67,2,7,True,IndependenceDay
HOBBIES_1_074,216,2012-07-05,4,3.67,3,7,True,
HOBBIES_1_074,217,2012-07-06,7,3.67,4,7,True,
HOBBIES_1_074,218,2012-07-07,4,3.67,5,7,True,
HOBBIES_1_074,219,2012-07-08,2,3.67,6,7,True,
HOBBIES_1_074,220,2012-07-09,2,3.67,0,7,True,
HOBBIES_1_074,221,2012-07-10,1,3.67,1,7,True,
HOBBIES_1_074,222,2012-07-11,6,3.67,2,7,False,
HOBBIES_1_074,223,2012-07-12,3,3.67,3,7,False,
HOBBIES_1_074,224,2012-07-13,1,3.67,4,7,False,
HOBBIES_1_074,225,2012-07-14,4,3.67,5,7,False,
HOBBIES_1_074,226,2012-07-15,6,3.67,6,7,False,
HOBBIES_1_074,227,2012-07-16,2,3.67,0,7,False,
HOBBIES_1_074,228,2012-07-17,1,3.67,1,7,False,
HOBBIES_1_074,229,2012-07-18,4,3.67,2,7,False,
HOBBIES_1_074,230,2012-07-19,5,3.67,3,7,False,
HOBBIES_1_074,231,2012-07-20,0,3.67,4,7,False,Ramadan starts
HOBBIES_1_074,232,2012-07-21,1,3.67,5,7,False,
HOBBIES_1_074,233,2012-07-22,1,3.67,6,7,False,
HOBBIES_1_074,234,2012-07-23,0,3.67,0,7,False,
HOBBIES_1_074,235,2012-07-24,2,3.67,1,7,False,
HOBBIES_1_074,236,2012-07-25,0,3.67,2,7,False,
HOBBIES_1_074,237,2012-07-26,0,3.67,3,7,False,
HOBBIES_1_074,238,2012-07-27,2,3.67,4,7,False,
HOBBIES_1_074,239,2012-07-28,5,3.67,5,7,False,
HOBBIES_1_074,240,2012-07-29,0,3.67,6,7,False,
HOBBIES_1_074,241,2012-07-30,3,3.67,0,7,False,
HOBBIES_1_074,242,2012-07-31,1,3.67,1,7,False,
HOBBIES_1_074,243,2012-08-01,4,3.67,2,8,True,
HOBBIES_1_074,244,2012-08-02,0,3.67,3,8,True,
HOBBIES_1_074,245,2012-08-03,0,3.67,4,8,True,
HOBBIES_1_074,246,2012-08-04,0,3.67,5,8,True,
HOBBIES_1_074,247,2012-08-05,2,3.67,6,8,True,
HOBBIES_1_074,248,2012-08-06,1,3.67,0,8,True,
HOBBIES_1_074,249,2012-08-07,6,3.67,1,8,True,
HOBBIES_1_074,250,2012-08-08,1,3.67,2,8,True,
HOBBIES_1_074,251,2012-08-09,2,3.67,3,8,True,
HOBBIES_1_074,252,2012-08-10,2,3.67,4,8,True,
HOBBIES_1_074,253,2012-08-11,1,3.67,5,8,False,
HOBBIES_1_074,254,2012-08-12,3,3.67,6,8,False,
HOBBIES_1_074,255,2012-08-13,2,3.67,0,8,False,
HOBBIES_1_074,256,2012-08-14,4,3.67,1,8,False,
HOBBIES_1_074,257,2012-08-15,1,3.67,2,8,False,
HOBBIES_1_074,258,2012-08-16,0,3.67,3,8,False,
HOBBIES_1_074,259,2012-08-17,1,3.67,4,8,False,
HOBBIES_1_074,260,2012-08-18,1,3.67,5,8,False,
HOBBIES_1_074,261,2012-08-19,3,3.67,6,8,False,Eid al-Fitr
HOBBIES_1_074,262,2012-08-20,2,3.67,0,8,False,
HOBBIES_1_074,263,2012-08-21,2,3.67,1,8,False,
HOBBIES_1_074,264,2012-08-22,2,3.67,2,8,False,
HOBBIES_1_074,265,2012-08-23,1,3.67,3,8,False,
HOBBIES_1_074,266,2012-08-24,1,3.67,4,8,False,
HOBBIES_1_074,267,2012-08-25,1,3.67,5,8,False,
HOBBIES_1_074,268,2012-08-26,2,3.67,6,8,False,
HOBBIES_1_074,269,2012-08-27,0,3.67,0,8,False,
HOBBIES_1_074,270,2012-08-28,6,3.67,1,8,False,
HOBBIES_1_074,271,2012-08-29,0,3.67,2,8,False,
HOBBIES_1_074,272,2012-08-30,1,3.67,3,8,False,
HOBBIES_1_074,273,2012-08-31,1,3.67,4,8,False,
HOBBIES_1_074,274,2012-09-01,2,3.67,5,9,True,
HOBBIES_1_074,275,2012-09-02,0,3.67,6,9,True,
HOBBIES_1_074,276,2012-09-03,3,3.67,0,9,True,LaborDay
HOBBIES_1_074,277,2012-09-04,3,3.67,1,9,True,
HOBBIES_1_074,278,2012-09-05,0,3.67,2,9,True,
HOBBIES_1_074,279,2012-09-06,1,3.67,3,9,True,
HOBBIES_1_074,280,2012-09-07,3,3.67,4,9,True,
HOBBIES_1_074,281,2012-09-08,2,3.67,5,9,True,
HOBBIES_1_074,282,2012-09-09,3,3.67,6,9,True,
HOBBIES_1_074,283,2012-09-10,1,3.67,0,9,True,
HOBBIES_1_074,284,2012-09-11,2,3.67,1,9,False,
HOBBIES_1_074,285,2012-09-12,0,3.67,2,9,False,
HOBBIES_1_074,286,2012-09-13,0,3.67,3,9,False,
HOBBIES_1_074,287,2012-09-14,2,3.67,4,9,False,
HOBBIES_1_074,288,2012-09-15,1,3.67,5,9,False,
HOBBIES_1_074,289,2012-09-16,1,3.67,6,9,False,
HOBBIES_1_074,290,2012-09-17,1,3.67,0,9,False,
HOBBIES_1_074,291,2012-09-18,5,3.67,1,9,False,
HOBBIES_1_074,292,2012-09-19,2,3.67,2,9,False,
HOBBIES_1_074,293,2012-09-20,1,3.67,3,9,False,
HOBBIES_1_074,294,2012-09-21,1,3.67,4,9,False,
HOBBIES_1_074,295,2012-09-22,2,3.67,5,9,False,
HOBBIES_1_074,296,2012-09-23,2,3.67,6,9,False,
HOBBIES_1_074,297,2012-09-24,1,3.67,0,9,False,
HOBBIES_1_074,298,2012-09-25,2,3.67,1,9,False,
HOBBIES_1_074,299,2012-09-26,2,3.67,2,9,False,
HOBBIES_1_074,300,2012-09-27,2,3.67,3,9,False,
HOBBIES_1_074,301,2012-09-28,1,3.67,4,9,False,
HOBBIES_1_074,302,2012-09-29,2,3.67,5,9,False,
HOBBIES_1_074,303,2012-09-30,3,3.67,6,9,False,
HOBBIES_1_074,304,2012-10-01,0,3.67,0,10,True,
HOBBIES_1_074,305,2012-10-02,0,3.67,1,10,True,
HOBBIES_1_074,306,2012-10-03,2,3.67,2,10,True,
HOBBIES_1_074,307,2012-10-04,0,3.67,3,10,True,
HOBBIES_1_074,308,2012-10-05,0,3.67,4,10,True,
HOBBIES_1_074,309,2012-10-06,1,3.67,5,10,True,
HOBBIES_1_074,310,2012-10-07,1,3.67,6,10,True,
HOBBIES_1_074,311,2012-10-08,0,3.67,0,10,True,ColumbusDay
HOBBIES_1_074,312,2012-10-09,2,3.67,1,10,True,
HOBBIES_1_074,313,2012-10-10,0,3.67,2,10,True,
HOBBIES_1_074,314,2012-10-11,0,3.67,3,10,False,
HOBBIES_1_074,315,2012-10-12,0,3.67,4,10,False,
HOBBIES_1_074,316,2012-10-13,3,3.67,5,10,False,
HOBBIES_1_074,317,2012-10-14,0,3.67,6,10,False,
HOBBIES_1_074,318,2012-10-15,1,3.67,0,10,False,
HOBBIES_1_074,319,2012-10-16,1,3.67,1,10,False,
HOBBIES_1_074,320,2012-10-17,1,3.67,2,10,False,
HOBBIES_1_074,321,2012-10-18,0,3.67,3,10,False,
HOBBIES_1_074,322,2012-10-19,0,3.67,4,10,False,
HOBBIES_1_074,323,2012-10-20,0,3.67,5,10,False,
HOBBIES_1_074,324,2012-10-21,0,3.67,6,10,False,
HOBBIES_1_074,325,2012-10-22,0,3.67,0,10,False,
HOBBIES_1_074,326,2012-10-23,0,3.67,1,10,False,
HOBBIES_1_074,327,2012-10-24,0,3.67,2,10,False,
HOBBIES_1_074,328,2012-10-25,0,3.67,3,10,False,
HOBBIES_1_074,329,2012-10-26,0,3.67,4,10,False,EidAlAdha
HOBBIES_1_074,330,2012-10-27,0,3.67,5,10,False,
HOBBIES_1_074,331,2012-10-28,0,3.67,6,10,False,
HOBBIES_1_074,332,2012-10-29,0,3.67,0,10,False,
HOBBIES_1_074,333,2012-10-30,0,3.67,1,10,False,
HOBBIES_1_074,334,2012-10-31,0,3.67,2,10,False,Halloween
HOBBIES_1_074,335,2012-11-01,0,3.67,3,11,True,
HOBBIES_1_074,336,2012-11-02,0,3.67,4,11,True,
HOBBIES_1_074,337,2012-11-03,0,3.67,5,11,True,
HOBBIES_1_074,338,2012-11-04,0,3.67,6,11,True,
HOBBIES_1_074,339,2012-11-05,0,3.67,0,11,True,
HOBBIES_1_074,340,2012-11-06,0,3.67,1,11,True,
HOBBIES_1_074,341,2012-11-07,0,3.67,2,11,True,
HOBBIES_1_074,342,2012-11-08,0,3.67,3,11,True,
HOBBIES_1_074,343,2012-11-09,2,3.67,4,11,True,
HOBBIES_1_074,344,2012-11-10,1,3.67,5,11,True,
HOBBIES_1_074,345,2012-11-11,1,3.67,6,11,False,VeteransDay
HOBBIES_1_074,346,2012-11-12,2,3.67,0,11,False,
HOBBIES_1_074,347,2012-11-13,0,3.67,1,11,False,
HOBBIES_1_074,348,2012-11-14,1,3.67,2,11,False,
HOBBIES_1_074,349,2012-11-15,1,3.67,3,11,False,
HOBBIES_1_074,350,2012-11-16,3,3.67,4,11,False,
HOBBIES_1_074,351,2012-11-17,1,3.67,5,11,False,
HOBBIES_1_074,352,2012-11-18,0,3.67,6,11,False,
HOBBIES_1_074,353,2012-11-19,1,3.67,0,11,False,
HOBBIES_1_074,354,2012-11-20,3,3.67,1,11,False,
HOBBIES_1_074,355,2012-11-21,3,3.67,2,11,False,
HOBBIES_1_074,356,2012-11-22,0,3.67,3,11,False,Thanksgiving
HOBBIES_1_074,357,2012-11-23,0,3.67,4,11,False,
HOBBIES_1_074,358,2012-11-24,1,3.67,5,11,False,
HOBBIES_1_074,359,2012-11-25,1,3.67,6,11,False,
HOBBIES_1_074,360,2012-11-26,2,3.67,0,11,False,
HOBBIES_1_074,361,2012-11-27,1,3.67,1,11,False,
HOBBIES_1_074,362,2012-11-28,2,3.67,2,11,False,
HOBBIES_1_074,363,2012-11-29,2,3.67,3,11,False,
HOBBIES_1_074,364,2012-11-30,0,3.67,4,11,False,
HOBBIES_1_074,365,2012-12-01,3,3.67,5,12,True,
HOBBIES_1_074,366,2012-12-02,4,3.67,6,12,True,
HOBBIES_1_074,367,2012-12-03,0,3.67,0,12,True,
HOBBIES_1_074,368,2012-12-04,2,3.67,1,12,True,
HOBBIES_1_074,369,2012-12-05,0,3.67,2,12,True,
HOBBIES_1_074,370,2012-12-06,1,3.67,3,12,True,
HOBBIES_1_074,371,2012-12-07,2,3.67,4,12,True,
HOBBIES_1_074,372,2012-12-08,0,3.67,5,12,True,
HOBBIES_1_074,373,2012-12-09,1,3.67,6,12,True,
HOBBIES_1_074,374,2012-12-10,1,3.67,0,12,True,
HOBBIES_1_074,375,2012-12-11,0,3.67,1,12,False,
HOBBIES_1_074,376,2012-12-12,1,3.67,2,12,False,
HOBBIES_1_074,377,2012-12-13,2,3.67,3,12,False,
HOBBIES_1_074,378,2012-12-14,0,3.67,4,12,False,
HOBBIES_1_074,379,2012-12-15,1,3.67,5,12,False,
HOBBIES_1_074,380,2012-12-16,1,3.67,6,12,False,Chanukah End
HOBBIES_1_074,381,2012-12-17,0,3.67,0,12,False,
HOBBIES_1_074,382,2012-12-18,1,3.67,1,12,False,
HOBBIES_1_074,383,2012-12-19,0,3.67,2,12,False,
HOBBIES_1_074,384,2012-12-20,2,3.67,3,12,False,
HOBBIES_1_074,385,2012-12-21,1,3.67,4,12,False,
HOBBIES_1_074,386,2012-12-22,1,3.67,5,12,False,
HOBBIES_1_074,387,2012-12-23,0,3.67,6,12,False,
HOBBIES_1_074,388,2012-12-24,1,3.67,0,12,False,
HOBBIES_1_074,389,2012-12-25,0,3.67,1,12,False,Christmas
HOBBIES_1_074,390,2012-12-26,2,3.67,2,12,False,
HOBBIES_1_074,391,2012-12-27,3,3.67,3,12,False,
HOBBIES_1_074,392,2012-12-28,0,3.67,4,12,False,
HOBBIES_1_074,393,2012-12-29,5,3.67,5,12,False,
HOBBIES_1_074,394,2012-12-30,0,3.67,6,12,False,
HOBBIES_1_074,395,2012-12-31,0,3.67,0,12,False,
HOBBIES_1_074,396,2013-01-01,0,3.67,1,1,True,NewYear
HOBBIES_1_074,397,2013-01-02,0,3.67,2,1,True,
HOBBIES_1_074,398,2013-01-03,0,3.67,3,1,True,
HOBBIES_1_074,399,2013-01-04,0,3.67,4,1,True,
HOBBIES_1_074,400,2013-01-05,1,3.67,5,1,True,
HOBBIES_1_074,401,2013-01-06,0,3.67,6,1,True,
HOBBIES_1_074,402,2013-01-07,1,3.67,0,1,True,OrthodoxChristmas
HOBBIES_1_074,403,2013-01-08,0,3.67,1,1,True,
HOBBIES_1_074,404,2013-01-09,0,3.67,2,1,True,
HOBBIES_1_074,405,2013-01-10,1,3.67,3,1,True,
HOBBIES_1_074,406,2013-01-11,4,3.67,4,1,False,
HOBBIES_1_074,407,2013-01-12,0,3.67,5,1,False,
HOBBIES_1_074,408,2013-01-13,3,3.67,6,1,False,
HOBBIES_1_074,409,2013-01-14,0,3.67,0,1,False,
HOBBIES_1_074,410,2013-01-15,3,3.67,1,1,False,
HOBBIES_1_074,411,2013-01-16,1,3.67,2,1,False,
HOBBIES_1_074,412,2013-01-17,4,3.67,3,1,False,
HOBBIES_1_074,413,2013-01-18,4,3.67,4,1,False,
HOBBIES_1_074,414,2013-01-19,0,3.67,5,1,False,
HOBBIES_1_074,415,2013-01-20,4,3.67,6,1,False,
