Item Code,Txn Date,Units Sold,Unit Price
SHIRT-M-BLU,2025-04-12,8,$612.64
SHIRT-M-BLU,2025-04-13,,$404.36
SHIRT-M-BLU,2025-04-14,5,$525.30
SHIRT-M-BLU,2025-04-15,,$403.28
SHIRT-M-BLU,2025-04-16,"1,200",$486.67
SHIRT-M-BLU,2025-04-17,,$309.20
SHIRT-M-BLU,2025-04-18,0,$534.15
SHIRT-M-BLU,2025-04-19,"1,200",$890.84
SHIRT-M-BLU,2025-04-20,,$591.21
SHIRT-M-BLU,2025-04-21,3,$222.62
SHIRT-M-BLU,2025-04-22,abc,$785.69
SHIRT-M-BLU,2025-04-23,-2,$874.36
SHIRT-M-BLU,2025-04-24,-2,$438.75
SHIRT-M-BLU,2025-04-25,3,$803.07
SHIRT-M-BLU,2025-04-26,"1,200",$879.67
SHIRT-M-BLU,2025-04-27,1,$767.13
SHIRT-M-BLU,2025-04-28,0,$224.60
SHIRT-M-BLU,2025-04-01,-2,$846.70
SHIRT-M-BLU,2025-04-02,,$603.87
SHIRT-M-BLU,2025-04-03,0,$536.73
SHIRT-M-BLU,2025-04-04,1,$320.28
SHIRT-M-BLU,2025-04-05,5,$367.33
SHIRT-M-BLU,2025-04-06,0,$567.47
SHIRT-M-BLU,2025-04-07,,$237.27
SHIRT-M-BLU,2025-04-08,"1,200",$279.51
SHIRT-M-BLU,2025-05-09,2,$376.73
SHIRT-M-BLU,2025-05-10,-2,$534.04
SHIRT-M-BLU,2025-05-11,0,$446.29
SHIRT-M-BLU,2025-05-12,3,$285.55
SHIRT-M-BLU,2025-05-13,1,$319.91
SHIRT-M-BLU,2025-05-14,5,$845.24
SHIRT-M-BLU,2025-05-15,2,$776.45
SHIRT-M-BLU,2025-05-16,0,$541.25
SHIRT-M-BLU,2025-05-17,"1,200",$803.79
SHIRT-M-BLU,2025-05-18,0,$729.54
SHIRT-M-BLU,2025-05-19,3,$388.01
SHIRT-M-BLU,2025-05-20,-2,$563.77
SHIRT-M-BLU,2025-05-21,0,$531.03
SHIRT-M-BLU,2025-05-22,0,$799.92
SHIRT-M-BLU,2025-05-23,2,$232.33
SHIRT-M-BLU,2025-05-24,0,$247.89
SHIRT-M-BLU,2025-05-25,0,$798.11
SHIRT-M-BLU,2025-05-26,1,$560.78
SHIRT-M-BLU,2025-05-27,abc,$421.13
SHIRT-M-BLU,2025-05-28,8,$250.24
SHIRT-M-BLU,2025-05-01,,$652.84
SHIRT-M-BLU,2025-05-02,"1,200",$412.88
SHIRT-M-BLU,2025-05-03,5,$333.76
SHIRT-M-BLU,2025-05-04,8,$500.09
SHIRT-M-BLU,2025-05-05,2,$588.87
SHIRT-M-BLU,2025-05-06,,$756.70
SHIRT-M-BLU,2025-05-07,"1,200",$324.99
SHIRT-M-BLU,2025-05-08,8,$522.57
SHIRT-M-BLU,2025-05-09,-2,$466.19
SHIRT-M-BLU,2025-05-10,0,$636.05
SHIRT-M-BLU,2025-06-11,,$237.15
SHIRT-M-BLU,2025-06-12,abc,$732.03
SHIRT-M-BLU,2025-06-13,8,$494.36
SHIRT-M-BLU,2025-06-14,,$522.59
SHIRT-M-BLU,2025-06-15,3,$353.05
SHIRT-M-BLU,2025-06-16,5,$686.62
SHIRT-M-BLU,2025-06-17,1,$762.20
SHIRT-M-BLU,2025-06-18,3,$498.10
SHIRT-M-BLU,2025-06-19,0,$855.54
SHIRT-M-BLU,2025-06-20,8,$878.17
SHIRT-M-BLU,2025-06-21,-2,$753.64
SHIRT-M-BLU,2025-06-22,5,$285.02
SHIRT-M-BLU,2025-06-23,1,$857.34
SHIRT-M-BLU,2025-06-24,-2,$754.73
SHIRT-M-BLU,2025-06-25,1,$713.61
SHIRT-M-BLU,2025-06-26,"1,200",$572.38
SHIRT-M-BLU,2025-06-27,"1,200",$701.61
SHIRT-M-BLU,2025-06-28,abc,$300.46
SHIRT-M-BLU,2025-06-01,,$231.02
SHIRT-M-BLU,2025-06-02,1,$595.03
SHIRT-M-BLU,2025-06-03,,$325.41
SHIRT-M-BLU,2025-06-04,0,$439.04
SHIRT-M-BLU,2025-06-05,1,$217.83
SHIRT-M-BLU,2025-06-06,1,$671.47
SHIRT-M-BLU,2025-06-07,5,$605.35
SHIRT-M-BLU,2025-06-08,1,$225.39
SHIRT-M-BLU,2025-06-09,"1,200",$557.93
SHIRT-M-BLU,2025-06-10,3,$274.72
SHIRT-M-BLU,2025-06-11,1,$854.19
SHIRT-M-BLU,2025-06-12,0,$585.08
SHIRT-M-BLU,2025-07-13,"1,200",$326.30
SHIRT-M-BLU,2025-07-14,1,$369.49
SHIRT-M-BLU,2025-07-15,2,$652.18
SHIRT-M-BLU,2025-07-16,abc,$631.19
SHIRT-M-BLU,2025-07-17,,$377.03
SHIRT-M-BLU,2025-07-18,"1,200",$477.65
SHIRT-M-BLU,2025-07-19,8,$589.65
SHIRT-M-BLU,2025-07-20,1,$462.73
SHIRT-M-BLU,2025-07-21,3,$881.14
SHIRT-M-BLU,2025-07-22,,$790.52
SHIRT-M-BLU,2025-07-23,2,$490.69
SHIRT-M-BLU,2025-07-24,"1,200",$729.28
SHIRT-M-BLU,2025-07-25,-2,$679.89
SHIRT-M-BLU,2025-07-26,2,$650.07
SHIRT-M-BLU,2025-07-27,2,$313.81
SHIRT-M-BLU,2025-07-28,abc,$723.71
SHIRT-M-BLU,2025-07-01,-2,$865.48
SHIRT-M-BLU,2025-07-02,"1,200",$703.24
SHIRT-M-BLU,2025-07-03,2,$295.40
SHIRT-M-BLU,2025-07-04,3,$302.59
SHIRT-M-BLU,2025-07-05,-2,$420.39
SHIRT-M-BLU,2025-07-06,3,$796.04
SHIRT-M-BLU,2025-07-07,-2,$867.40
SHIRT-M-BLU,2025-07-08,5,$669.97
SHIRT-M-BLU,2025-07-09,,$616.66
SHIRT-M-BLU,2025-07-10,"1,200",$609.25
SHIRT-M-BLU,2025-07-11,5,$822.59
SHIRT-M-BLU,2025-07-12,5,$216.19
SHIRT-M-BLU,2025-07-13,abc,$762.87
SHIRT-M-BLU,2025-07-14,3,$320.57
SHIRT-M-BLU,2025-08-15,8,$367.18
SHIRT-M-BLU,2025-08-16,abc,$741.94
SHIRT-M-BLU,2025-08-17,2,$492.89
SHIRT-M-BLU,2025-08-18,abc,$691.04
SHIRT-M-BLU,2025-08-19,3,$527.64
SHIRT-M-BLU,2025-08-20,-2,$219.44
SHIRT-M-BLU,2025-08-21,1,$799.65
SHIRT-M-BLU,2025-08-22,,$748.18
SHIRT-M-BLU,2025-08-23,0,$527.18
SHIRT-M-BLU,2025-08-24,3,$823.69
SHIRT-M-BLU,2025-08-25,1,$871.10
SHIRT-M-BLU,2025-08-26,5,$369.46
SHIRT-M-BLU,2025-08-27,3,$743.06
SHIRT-M-BLU,2025-08-28,2,$331.03
SHIRT-M-BLU,2025-08-01,0,$829.83
SHIRT-M-BLU,2025-08-02,5,$318.80
SHIRT-M-BLU,2025-08-03,0,$419.39
SHIRT-M-BLU,2025-08-04,,$263.67
SHIRT-M-BLU,2025-08-05,1,$282.58
SHIRT-M-BLU,2025-08-06,5,$783.75
SHIRT-M-BLU,2025-08-07,5,$225.29
SHIRT-M-BLU,2025-08-08,abc,$606.21
SHIRT-M-BLU,2025-08-09,8,$204.82
SHIRT-M-BLU,2025-08-10,8,$432.03
SHIRT-M-BLU,2025-08-11,,$540.13
SHIRT-M-BLU,2025-08-12,3,$651.01
SHIRT-M-BLU,2025-08-13,abc,$473.64
SHIRT-M-BLU,2025-08-14,-2,$423.17
SHIRT-M-BLU,2025-08-15,5,$253.37
SHIRT-M-BLU,2025-08-16,,$278.77
SHIRT-M-BLU,2025-09-17,-2,$836.13
SHIRT-M-BLU,2025-09-18,1,$569.38
SHIRT-M-BLU,2025-09-19,8,$674.90
SHIRT-M-BLU,2025-09-20,8,$730.13
SHIRT-M-BLU,2025-09-21,5,$664.03
SHIRT-M-BLU,2025-09-22,5,$275.02
SHIRT-M-BLU,2025-09-23,8,$670.98
SHIRT-M-BLU,2025-09-24,-2,$567.98
SHIRT-M-BLU,2025-09-25,abc,$556.08
SHIRT-M-BLU,2025-09-26,0,$702.67
SHIRT-M-BLU,2025-09-27,"1,200",$719.58
SHIRT-M-BLU,2025-09-28,2,$325.37
SHIRT-M-BLU,2025-09-01,abc,$286.19
SHIRT-M-BLU,2025-09-02,-2,$298.97
SHIRT-M-BLU,2025-09-03,8,$651.48
SHIRT-M-BLU,2025-09-04,"1,200",$494.10
SHIRT-M-BLU,2025-09-05,5,$653.24
SHIRT-M-BLU,2025-09-06,abc,$537.66
SHIRT-M-BLU,2025-09-07,2,$693.83
SHIRT-M-BLU,2025-09-08,1,$701.08
SHIRT-M-BLU,2025-09-09,-2,$580.19
SHIRT-M-BLU,2025-09-10,,$451.46
SHIRT-M-BLU,2025-09-11,5,$389.59
SHIRT-M-BLU,2025-09-12,0,$810.78
SHIRT-M-BLU,2025-09-13,0,$535.09
SHIRT-M-BLU,2025-09-14,5,$373.04
SHIRT-M-BLU,2025-09-15,-2,$447.88
SHIRT-M-BLU,2025-09-16,8,$861.53
SHIRT-M-BLU,2025-09-17,abc,$579.05
SHIRT-M-BLU,2025-09-18,1,$447.02
SHIRT-M-BLU,2025-10-19,1,$306.11
SHIRT-M-BLU,2025-10-20,"1,200",$269.75
SHIRT-M-BLU,2025-10-21,1,$595.05
SHIRT-M-BLU,2025-10-22,1,$329.39
SHIRT-M-BLU,2025-10-23,3,$596.96
SHIRT-M-BLU,2025-10-24,,$771.02
SHIRT-M-BLU,2025-10-25,2,$614.34
SHIRT-M-BLU,2025-10-26,2,$801.67
SHIRT-M-BLU,2025-10-27,3,$581.30
SHIRT-M-BLU,2025-10-28,2,$597.86
SHIRT-M-BLU,2025-10-01,3,$808.00
SHIRT-M-BLU,2025-10-02,8,$747.16
SHIRT-M-BLU,2025-10-03,0,$789.61
SHIRT-M-BLU,2025-10-04,abc,$823.84
SHIRT-M-BLU,2025-10-05,,$421.16
SHIRT-M-BLU,2025-10-06,"1,200",$416.72
SHIRT-M-BLU,2025-10-07,abc,$883.88
SHIRT-M-BLU,2025-10-08,5,$826.99
SHIRT-M-BLU,2025-10-09,abc,$221.12
SHIRT-M-BLU,2025-10-10,3,$708.78
SHIRT-M-BLU,2025-10-11,0,$275.24
SHIRT-M-BLU,2025-10-12,3,$544.31
SHIRT-M-BLU,2025-10-13,-2,$637.51
SHIRT-M-BLU,2025-10-14,3,$335.41
SHIRT-M-BLU,2025-10-15,-2,$348.32
SHIRT-M-BLU,2025-10-16,-2,$848.23
SHIRT-M-BLU,2025-10-17,abc,$278.10
SHIRT-M-BLU,2025-10-18,5,$871.32
SHIRT-M-BLU,2025-10-19,2,$294.91
SHIRT-M-BLU,2025-10-20,1,$636.29
SHIRT-M-BLU,2025-11-21,0,$217.86
SHIRT-M-BLU,2025-11-22,"1,200",$363.39
SHIRT-M-BLU,2025-11-23,1,$549.02
SHIRT-M-BLU,2025-11-24,0,$850.88
SHIRT-M-BLU,2025-11-25,8,$429.84
SHIRT-M-BLU,2025-11-26,8,$686.26
SHIRT-M-BLU,2025-11-27,2,$256.36
SHIRT-M-BLU,2025-11-28,"1,200",$742.74
SHIRT-M-BLU,2025-11-01,0,$701.17
SHIRT-M-BLU,2025-11-02,8,$898.50
SHIRT-M-BLU,2025-11-03,3,$852.22
SHIRT-M-BLU,2025-11-04,3,$505.92
SHIRT-M-BLU,2025-11-05,3,$539.50
SHIRT-M-BLU,2025-11-06,1,$750.82
SHIRT-M-BLU,2025-11-07,,$254.56
SHIRT-M-BLU,2025-11-08,3,$694.09
SHIRT-M-BLU,2025-11-09,,$548.00
SHIRT-M-BLU,2025-11-10,1,$576.20
SHIRT-M-BLU,2025-11-11,,$345.87
SHIRT-M-BLU,2025-11-12,abc,$413.25
SHIRT-M-BLU,2025-11-13,abc,$520.31
SHIRT-M-BLU,2025-11-14,,$506.86
SHIRT-M-BLU,2025-11-15,abc,$829.59
SHIRT-M-BLU,2025-11-16,5,$456.85
SHIRT-M-BLU,2025-11-17,8,$513.42
SHIRT-M-BLU,2025-11-18,8,$617.53
SHIRT-M-BLU,2025-11-19,3,$878.81
SHIRT-M-BLU,2025-11-20,3,$381.07
SHIRT-M-BLU,2025-11-21,8,$300.43
SHIRT-M-BLU,2025-11-22,abc,$573.68
SHIRT-M-BLU,2025-12-23,2,$346.50
SHIRT-M-BLU,2025-12-24,2,$609.17
SHIRT-M-BLU,2025-12-25,-2,$317.79
SHIRT-M-BLU,2025-12-26,0,$297.48
SHIRT-M-BLU,2025-12-27,"1,200",$317.76
SHIRT-M-BLU,2025-12-28,abc,$329.36
SHIRT-M-BLU,2025-12-01,0,$482.18
SHIRT-M-BLU,2025-12-02,8,$485.42
SHIRT-M-BLU,2025-12-03,0,$367.47
SHIRT-M-BLU,2025-12-04,0,$477.63
SHIRT-M-BLU,2025-12-05,0,$836.27
SHIRT-M-BLU,2025-12-06,3,$369.09
SHIRT-M-BLU,2025-12-07,,$532.21
SHIRT-M-BLU,2025-12-08,2,$433.08
SHIRT-M-BLU,2025-12-09,1,$442.45
SHIRT-M-BLU,2025-12-10,1,$616.09
SHIRT-M-BLU,2025-12-11,5,$392.56
SHIRT-M-BLU,2025-12-12,abc,$752.49
SHIRT-M-BLU,2025-12-13,5,$542.00
SHIRT-M-BLU,2025-12-14,-2,$386.07
SHIRT-M-BLU,2025-12-15,8,$640.37
SHIRT-M-BLU,2025-12-16,8,$421.93
SHIRT-M-BLU,2025-12-17,0,$677.68
SHIRT-M-BLU,2025-12-18,1,$614.58
SHIRT-M-BLU,2025-12-19,0,$273.35
SHIRT-M-BLU,2025-12-20,1,$213.35
SHIRT-M-BLU,2025-12-21,-2,$225.62
SHIRT-M-BLU,2025-12-22,0,$332.37
SHIRT-M-BLU,2025-12-23,-2,$830.21
SHIRT-M-BLU,2025-12-24,3,$829.91
SHIRT-M-BLU,2025-01-25,abc,$437.99
SHIRT-M-BLU,2025-01-26,abc,$842.16
SHIRT-M-BLU,2025-01-27,0,$467.62
SHIRT-M-BLU,2025-01-28,"1,200",$642.05
SHIRT-M-BLU,2025-01-01,,$261.45
SHIRT-M-BLU,2025-01-02,5,$328.88
SHIRT-M-BLU,2025-01-03,,$280.27
SHIRT-M-BLU,2025-01-04,,$583.08
SHIRT-M-BLU,2025-01-05,-2,$676.03
SHIRT-M-BLU,2025-01-06,,$322.24
SHIRT-M-BLU,2025-01-07,,$784.96
SHIRT-M-BLU,2025-01-08,-2,$451.47
SHIRT-M-BLU,2025-01-09,2,$453.98
SHIRT-M-BLU,2025-01-10,,$506.91
SHIRT-M-BLU,2025-01-11,abc,$745.63
SHIRT-M-BLU,2025-01-12,abc,$441.62
SHIRT-M-BLU,2025-01-13,2,$554.94
SHIRT-M-BLU,2025-01-14,"1,200",$840.54
SHIRT-M-BLU,2025-01-15,,$864.62
SHIRT-M-BLU,2025-01-16,0,$307.72
SHIRT-M-BLU,2025-01-17,0,$775.96
SHIRT-M-BLU,2025-01-18,1,$730.92
SHIRT-M-BLU,2025-01-19,1,$424.06
SHIRT-M-BLU,2025-01-20,"1,200",$790.56
SHIRT-M-BLU,2025-01-21,0,$814.97
SHIRT-M-BLU,2025-01-22,0,$514.93
SHIRT-M-BLU,2025-01-23,8,$897.86
SHIRT-M-BLU,2025-01-24,0,$250.44
SHIRT-M-BLU,2025-01-25,,$750.82
SHIRT-M-BLU,2025-01-26,1,$436.93
SHIRT-M-BLU,2025-02-27,5,$277.09
SHIRT-M-BLU,2025-02-28,1,$775.35
SHIRT-M-BLU,2025-02-01,3,$368.48
SHIRT-M-BLU,2025-02-02,0,$884.35
SHIRT-M-BLU,2025-02-03,2,$609.89
SHIRT-M-BLU,2025-02-04,0,$278.48
SHIRT-M-BLU,2025-02-05,5,$877.07
SHIRT-M-BLU,2025-02-06,3,$795.53
SHIRT-M-BLU,2025-02-07,-2,$493.74
SHIRT-M-BLU,2025-02-08,"1,200",$423.24
JEANS-32-BLK,2025-01-01,-2,$747.52
JEANS-32-BLK,2025-01-02,abc,$324.33
JEANS-32-BLK,2025-01-03,1,$228.92
JEANS-32-BLK,2025-01-04,1,$618.71
JEANS-32-BLK,2025-01-05,1,$339.48
JEANS-32-BLK,2025-01-06,5,$260.04
JEANS-32-BLK,2025-01-07,abc,$479.39
JEANS-32-BLK,2025-01-08,"1,200",$276.19
JEANS-32-BLK,2025-01-09,abc,$732.98
JEANS-32-BLK,2025-01-10,8,$482.00
JEANS-32-BLK,2025-01-11,abc,$744.47
JEANS-32-BLK,2025-01-12,5,$784.77
JEANS-32-BLK,2025-01-13,"1,200",$510.59
JEANS-32-BLK,2025-01-14,,$344.19
JEANS-32-BLK,2025-01-15,-2,$205.29
JEANS-32-BLK,2025-01-16,5,$709.61
JEANS-32-BLK,2025-01-17,1,$439.10
JEANS-32-BLK,2025-01-18,3,$539.18
JEANS-32-BLK,2025-01-19,1,$846.75
JEANS-32-BLK,2025-01-20,8,$496.00
JEANS-32-BLK,2025-01-21,1,$624.11
JEANS-32-BLK,2025-01-22,3,$374.92
JEANS-32-BLK,2025-01-23,0,$434.64
JEANS-32-BLK,2025-01-24,,$507.31
JEANS-32-BLK,2025-01-25,5,$352.52
JEANS-32-BLK,2025-01-26,2,$724.68
JEANS-32-BLK,2025-01-27,3,$708.45
JEANS-32-BLK,2025-01-28,"1,200",$524.49
JEANS-32-BLK,2025-01-01,-2,$796.80
JEANS-32-BLK,2025-01-02,8,$863.64
JEANS-32-BLK,2025-02-03,"1,200",$864.72
JEANS-32-BLK,2025-02-04,abc,$825.60
JEANS-32-BLK,2025-02-05,,$528.57
JEANS-32-BLK,2025-02-06,"1,200",$844.21
JEANS-32-BLK,2025-02-07,5,$870.24
JEANS-32-BLK,2025-02-08,0,$329.21
JEANS-32-BLK,2025-02-09,1,$219.79
JEANS-32-BLK,2025-02-10,2,$406.01
JEANS-32-BLK,2025-02-11,-2,$242.96
JEANS-32-BLK,2025-02-12,abc,$228.39
JEANS-32-BLK,2025-02-13,3,$393.19
JEANS-32-BLK,2025-02-14,,$226.34
JEANS-32-BLK,2025-02-15,abc,$719.46
JEANS-32-BLK,2025-02-16,5,$300.07
JEANS-32-BLK,2025-02-17,abc,$409.53
JEANS-32-BLK,2025-02-18,,$510.69
JEANS-32-BLK,2025-02-19,3,$307.25
JEANS-32-BLK,2025-02-20,5,$883.48
JEANS-32-BLK,2025-02-21,8,$859.97
JEANS-32-BLK,2025-02-22,,$418.36
JEANS-32-BLK,2025-02-23,abc,$531.87
JEANS-32-BLK,2025-02-24,-2,$355.83
JEANS-32-BLK,2025-02-25,5,$399.63
JEANS-32-BLK,2025-02-26,abc,$461.44
JEANS-32-BLK,2025-02-27,8,$765.00
JEANS-32-BLK,2025-02-28,5,$723.26
JEANS-32-BLK,2025-02-01,-2,$207.04
JEANS-32-BLK,2025-02-02,2,$640.35
JEANS-32-BLK,2025-02-03,2,$575.09
JEANS-32-BLK,2025-02-04,2,$865.08
JEANS-32-BLK,2025-03-05,0,$342.76
JEANS-32-BLK,2025-03-06,abc,$448.43
JEANS-32-BLK,2025-03-07,8,$885.46
JEANS-32-BLK,2025-03-08,0,$543.13
JEANS-32-BLK,2025-03-09,3,$209.23
JEANS-32-BLK,2025-03-10,,$833.11
JEANS-32-BLK,2025-03-11,0,$622.44
JEANS-32-BLK,2025-03-12,1,$515.01
JEANS-32-BLK,2025-03-13,5,$373.06
JEANS-32-BLK,2025-03-14,abc,$492.75
JEANS-32-BLK,2025-03-15,5,$437.67
JEANS-32-BLK,2025-03-16,0,$500.69
JEANS-32-BLK,2025-03-17,2,$838.79
JEANS-32-BLK,2025-03-18,"1,200",$373.16
JEANS-32-BLK,2025-03-19,2,$720.56
JEANS-32-BLK,2025-03-20,,$556.18
JEANS-32-BLK,2025-03-21,8,$586.30
JEANS-32-BLK,2025-03-22,5,$211.63
JEANS-32-BLK,2025-03-23,0,$211.93
JEANS-32-BLK,2025-03-24,0,$827.88
JEANS-32-BLK,2025-03-25,abc,$527.24
JEANS-32-BLK,2025-03-26,"1,200",$560.67
JEANS-32-BLK,2025-03-27,8,$562.89
JEANS-32-BLK,2025-03-28,2,$405.62
JEANS-32-BLK,2025-03-01,1,$678.65
JEANS-32-BLK,2025-03-02,-2,$271.10
JEANS-32-BLK,2025-03-03,8,$510.88
JEANS-32-BLK,2025-03-04,5,$762.06
JEANS-32-BLK,2025-03-05,abc,$398.13
JEANS-32-BLK,2025-03-06,-2,$308.71
JEANS-32-BLK,2025-04-07,8,$297.76
JEANS-32-BLK,2025-04-08,0,$488.31
JEANS-32-BLK,2025-04-09,3,$779.32
JEANS-32-BLK,2025-04-10,"1,200",$628.72
JEANS-32-BLK,2025-04-11,0,$421.55
JEANS-32-BLK,2025-04-12,"1,200",$584.82
JEANS-32-BLK,2025-04-13,abc,$287.66
JEANS-32-BLK,2025-04-14,5,$271.72
JEANS-32-BLK,2025-04-15,1,$459.91
JEANS-32-BLK,2025-04-16,-2,$540.90
JEANS-32-BLK,2025-04-17,abc,$336.56
JEANS-32-BLK,2025-04-18,8,$326.79
JEANS-32-BLK,2025-04-19,,$859.07
JEANS-32-BLK,2025-04-20,,$421.34
JEANS-32-BLK,2025-04-21,5,$349.95
JEANS-32-BLK,2025-04-22,0,$860.66
JEANS-32-BLK,2025-04-23,8,$627.40
JEANS-32-BLK,2025-04-24,-2,$397.36
JEANS-32-BLK,2025-04-25,2,$492.15
JEANS-32-BLK,2025-04-26,,$886.12
JEANS-32-BLK,2025-04-27,1,$546.64
JEANS-32-BLK,2025-04-28,3,$716.23
JEANS-32-BLK,2025-04-01,-2,$280.59
JEANS-32-BLK,2025-04-02,1,$641.78
JEANS-32-BLK,2025-04-03,0,$859.49
JEANS-32-BLK,2025-04-04,1,$501.88
JEANS-32-BLK,2025-04-05,abc,$523.24
JEANS-32-BLK,2025-04-06,5,$582.29
JEANS-32-BLK,2025-04-07,0,$322.26
JEANS-32-BLK,2025-04-08,abc,$870.30
JEANS-32-BLK,2025-05-09,2,$304.92
JEANS-32-BLK,2025-05-10,2,$683.01
JEANS-32-BLK,2025-05-11,abc,$672.22
JEANS-32-BLK,2025-05-12,0,$299.55
JEANS-32-BLK,2025-05-13,0,$326.21
JEANS-32-BLK,2025-05-14,2,$417.69
JEANS-32-BLK,2025-05-15,2,$812.37
JEANS-32-BLK,2025-05-16,0,$566.83
JEANS-32-BLK,2025-05-17,2,$574.30
JEANS-32-BLK,2025-05-18,,$745.15
JEANS-32-BLK,2025-05-19,,$472.91
JEANS-32-BLK,2025-05-20,0,$396.54
JEANS-32-BLK,2025-05-21,2,$280.57
JEANS-32-BLK,2025-05-22,5,$288.84
